tick_us,arm_id,record_kind,meta_seed,meta_iteration_id,j1_pos,j2_pos,j3_pos,j4_pos,j5_pos,j6_pos,j7_pos,j1_vel,j2_vel,j3_vel,j4_vel,j5_vel,j6_vel,j7_vel,j1_trq,j2_trq,j3_trq,j4_trq,j5_trq,j6_trq,j7_trq,ee_x,ee_y,ee_z,ee_qw,ee_qx,ee_qy,ee_qz,ee_fx,ee_fy,ee_fz,ee_tx,ee_ty,ee_tz,nav_dx,nav_dy,nav_dz,ttip_temp,irr_flow,suc_flow,co2_insuf,us_present,ala_uv,imri_active,estop_state,safety_zone,robot_state,heartbeat_ok,tick_align_flag
204000,ARM_3,MIXED,20260510,run_00001,0.2427,0.4259,0.5013,0.4447,0.2783,0.0387,-0.2107,0.2634,0.1589,0.012,-0.136,-0.2493,-0.2982,-0.2732,0.3749,0.3957,0.3178,0.1572,-0.0442,-0.2332,-0.3618,147.27,98.73,92.62,0.9676,0.2523,0.0,0.0,0.865,0.423,0.836,0.0241,0.045,0.0098,0.022,0.037,0.015,36.1,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
204000,ARM_4,MIXED,20260510,run_00001,0.3448,0.5003,0.3794,0.0514,-0.307,-0.4958,-0.4116,0.2168,0.0158,-0.196,-0.299,-0.2371,-0.045,0.1714,0.3971,0.3177,0.0625,-0.2255,-0.3907,-0.3419,-0.1036,162.43,143.79,98.63,0.9286,0.371,0.0,0.0,0.699,0.03,0.769,0.0322,0.0364,0.0116,-0.005,0.055,-0.013,36.18,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
205000,ARM_1,MIXED,20260510,run_00001,0.0045,0.0092,0.0158,0.0185,0.0266,0.0325,0.0357,0.3008,0.2988,0.3001,0.2995,0.2983,0.2974,0.3006,0.2621,0.2632,0.2674,0.2702,0.2719,0.2758,0.2784,99.94,1.0,80.21,1.0,0.0051,0.0,0.0,0.017,0.805,0.017,-0.0009,0.0505,-0.0001,-0.068,-0.011,-0.012,35.97,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
205000,ARM_2,MIXED,20260510,run_00001,0.1284,0.2486,0.3522,0.4309,0.4825,0.5017,0.486,0.2896,0.2609,0.214,0.1515,0.0808,0.0026,-0.0735,0.328,0.3771,0.4003,0.3947,0.3636,0.3095,0.2313,126.69,50.75,86.5,0.9915,0.1298,0.0,0.0,0.348,0.485,0.331,0.0118,0.0492,0.0043,-0.0,0.087,-0.063,36.03,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
205000,ARM_3,MIXED,20260510,run_00001,0.245,0.4261,0.4987,0.4436,0.279,0.0399,-0.2086,0.2612,0.1565,0.0118,-0.1375,-0.251,-0.2997,-0.272,0.3725,0.3952,0.3163,0.1545,-0.0432,-0.2308,-0.3608,147.3,98.81,92.67,0.9676,0.2524,0.0,0.0,0.851,0.412,0.826,0.0229,0.0435,0.008,0.045,-0.033,0.082,36.2,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
205000,ARM_4,MIXED,20260510,run_00001,0.3442,0.4996,0.3771,0.0497,-0.307,-0.4938,-0.41,0.2183,0.0149,-0.1979,-0.2983,-0.236,-0.0467,0.1702,0.3976,0.3186,0.0637,-0.2253,-0.3934,-0.3424,-0.1034,162.4,143.96,98.49,0.9286,0.371,0.0,0.0,0.698,0.024,0.768,0.0319,0.0373,0.0109,0.092,0.046,0.003,36.12,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
206000,ARM_1,MIXED,20260510,run_00001,0.0057,0.0101,0.0151,0.0199,0.0272,0.0299,0.0369,0.2991,0.2989,0.3015,0.3006,0.2996,0.2992,0.2995,0.2602,0.2642,0.2679,0.2696,0.2722,0.2753,0.2785,99.93,1.08,80.27,1.0,0.0051,0.0,0.0,0.024,0.798,0.011,0.0009,0.0514,-0.0001,0.089,-0.02,0.074,36.01,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
206000,ARM_2,MIXED,20260510,run_00001,0.1298,0.2493,0.3506,0.4325,0.4832,0.4996,0.4856,0.2907,0.2586,0.2131,0.1528,0.0791,0.0029,-0.0743,0.3277,0.3747,0.3991,0.3936,0.363,0.3073,0.2314,126.62,50.8,86.49,0.9915,0.1298,0.0,0.0,0.354,0.48,0.322,0.0128,0.0488,0.0033,-0.114,-0.06,-0.07,36.01,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
206000,ARM_3,MIXED,20260510,run_00001,0.2446,0.4287,0.5001,0.4445,0.2774,0.0375,-0.2088,0.2624,0.1568,0.0134,-0.1348,-0.2494,-0.2987,-0.2705,0.3728,0.396,0.3158,0.1556,-0.0445,-0.2319,-0.3604,147.24,98.84,92.59,0.9676,0.2524,0.0,0.0,0.843,0.409,0.833,0.0249,0.0441,0.0093,0.027,0.009,0.006,36.12,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
206000,ARM_4,MIXED,20260510,run_00001,0.3451,0.5009,0.3785,0.0489,-0.3032,-0.4939,-0.4092,0.2173,0.0147,-0.1952,-0.2981,-0.2358,-0.0457,0.1736,0.3982,0.3167,0.0646,-0.2248,-0.3901,-0.3413,-0.1036,162.4,143.92,98.57,0.9286,0.3711,0.0,0.0,0.703,0.028,0.766,0.0341,0.0365,0.0121,-0.033,-0.056,0.092,36.11,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
207000,ARM_1,MIXED,20260510,run_00001,0.0055,0.011,0.0172,0.0214,0.0275,0.0312,0.0353,0.2999,0.3004,0.2991,0.2993,0.3005,0.301,0.298,0.2619,0.2633,0.267,0.2685,0.2742,0.2753,0.28,99.98,1.04,80.28,1.0,0.0052,0.0,0.0,0.024,0.799,0.011,0.0005,0.0488,-0.0002,0.029,0.01,-0.006,35.93,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
207000,ARM_2,MIXED,20260510,run_00001,0.131,0.2481,0.3511,0.4327,0.482,0.4996,0.4841,0.2894,0.2607,0.2116,0.1498,0.0798,0.0021,-0.0759,0.3295,0.3758,0.399,0.3953,0.3613,0.3091,0.233,126.66,50.72,86.57,0.9915,0.1298,0.0,0.0,0.355,0.487,0.32,0.0145,0.0491,0.0021,0.031,0.026,0.053,36.04,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
207000,ARM_3,MIXED,20260510,run_00001,0.2443,0.4265,0.4995,0.4458,0.2776,0.0391,-0.2069,0.2626,0.1579,0.0101,-0.1357,-0.2486,-0.2988,-0.2725,0.3749,0.3953,0.3149,0.1553,-0.0449,-0.232,-0.362,147.17,98.79,92.58,0.9676,0.2524,0.0,0.0,0.856,0.42,0.829,0.0251,0.0435,0.0091,-0.042,0.055,0.047,36.05,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
207000,ARM_4,MIXED,20260510,run_00001,0.3443,0.4994,0.3788,0.0504,-0.3064,-0.4937,-0.407,0.2192,0.0154,-0.194,-0.2989,-0.2356,-0.0449,0.1722,0.3967,0.3184,0.0642,-0.2267,-0.3903,-0.3408,-0.1043,162.45,143.94,98.55,0.9286,0.3711,0.0,0.0,0.697,0.021,0.768,0.0348,0.0372,0.0108,-0.016,-0.084,-0.001,36.08,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
208000,ARM_1,MIXED,20260510,run_00001,0.0037,0.0116,0.0156,0.0206,0.0263,0.0308,0.0374,0.2994,0.2996,0.2995,0.2978,0.3,0.2984,0.2987,0.26,0.2655,0.2679,0.27,0.273,0.274,0.2775,100.0,0.97,80.26,1.0,0.0052,0.0,0.0,0.019,0.796,0.005,0.0016,0.0488,-0.0002,0.025,-0.046,0.004,36.02,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
208000,ARM_2,MIXED,20260510,run_00001,0.1301,0.2492,0.3507,0.4316,0.4821,0.5011,0.4831,0.2894,0.2591,0.212,0.1501,0.0804,0.003,-0.0754,0.3292,0.376,0.3997,0.3946,0.3626,0.3076,0.2316,126.68,50.68,86.54,0.9915,0.1298,0.0,0.0,0.348,0.486,0.317,0.013,0.0477,0.0025,0.012,0.037,-0.024,36.06,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
208000,ARM_3,MIXED,20260510,run_00001,0.2435,0.4258,0.5001,0.4455,0.2801,0.0378,-0.2087,0.2619,0.1565,0.0125,-0.1356,-0.2491,-0.3003,-0.2735,0.3728,0.3954,0.3159,0.1589,-0.0465,-0.2314,-0.361,147.27,98.86,92.62,0.9676,0.2524,0.0,0.0,0.857,0.42,0.834,0.0261,0.0439,0.0057,0.05,0.076,-0.066,36.08,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
208000,ARM_4,MIXED,20260510,run_00001,0.346,0.4993,0.379,0.0512,-0.3065,-0.4941,-0.4069,0.2161,0.0136,-0.1958,-0.2985,-0.2358,-0.0461,0.1718,0.3973,0.3176,0.0635,-0.2259,-0.3924,-0.3424,-0.1027,162.48,143.9,98.63,0.9286,0.3711,0.0,0.0,0.699,0.028,0.763,0.0356,0.0378,0.0122,-0.036,0.004,0.085,36.17,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
209000,ARM_1,MIXED,20260510,run_00001,0.0065,0.011,0.0172,0.0217,0.0252,0.033,0.0378,0.2998,0.2999,0.2994,0.2999,0.3002,0.3002,0.2981,0.2609,0.2638,0.2674,0.2698,0.2725,0.2769,0.2802,100.06,1.11,80.21,1.0,0.0052,0.0,0.0,0.018,0.799,0.014,0.0019,0.0496,0.0,-0.076,0.033,0.051,35.99,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
209000,ARM_2,MIXED,20260510,run_00001,0.1293,0.2489,0.351,0.4311,0.483,0.5002,0.4854,0.2902,0.2599,0.2128,0.1518,0.0797,0.0002,-0.0746,0.3267,0.3746,0.3982,0.3931,0.3639,0.3066,0.2344,126.66,50.79,86.56,0.9915,0.1299,0.0,0.0,0.344,0.492,0.325,0.0145,0.0495,0.0034,-0.016,0.013,0.059,35.95,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
209000,ARM_3,MIXED,20260510,run_00001,0.2443,0.4261,0.4988,0.4457,0.2761,0.0396,-0.2074,0.2608,0.1574,0.0115,-0.1358,-0.2496,-0.2996,-0.2709,0.3759,0.397,0.3165,0.1564,-0.0436,-0.2338,-0.3618,147.22,98.79,92.63,0.9676,0.2525,0.0,0.0,0.857,0.418,0.839,0.0242,0.044,0.0082,0.044,-0.0,0.042,35.98,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
209000,ARM_4,MIXED,20260510,run_00001,0.3432,0.4986,0.38,0.05,-0.3073,-0.4944,-0.4104,0.2168,0.0161,-0.1946,-0.3002,-0.2362,-0.0446,0.1709,0.3964,0.3175,0.0624,-0.2247,-0.3913,-0.3417,-0.1041,162.46,143.93,98.48,0.9286,0.3711,0.0,0.0,0.699,0.032,0.766,0.0366,0.0365,0.0103,-0.027,-0.012,0.079,36.18,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
210000,ARM_1,MIXED,20260510,run_00001,0.0039,0.0095,0.0151,0.0205,0.0255,0.0299,0.0374,0.3007,0.3008,0.3002,0.298,0.2994,0.299,0.2997,0.2591,0.2644,0.2667,0.2696,0.2741,0.275,0.2804,99.95,1.07,80.24,1.0,0.0052,0.0,0.0,0.017,0.797,0.019,0.0006,0.0512,0.001,-0.001,-0.023,-0.017,35.96,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
210000,ARM_2,MIXED,20260510,run_00001,0.1307,0.2487,0.3546,0.4329,0.4827,0.5001,0.4844,0.2899,0.2607,0.2131,0.1508,0.0791,0.0012,-0.0754,0.3276,0.3745,0.3983,0.3954,0.3644,0.3073,0.2319,126.61,50.69,86.51,0.9915,0.1299,0.0,0.0,0.351,0.491,0.316,0.0149,0.0461,0.0032,0.083,-0.059,-0.05,35.99,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
210000,ARM_3,MIXED,20260510,run_00001,0.2464,0.4264,0.4992,0.4469,0.2789,0.0383,-0.21,0.2617,0.1574,0.0121,-0.1352,-0.2492,-0.3007,-0.2737,0.3738,0.395,0.3181,0.1552,-0.0447,-0.2331,-0.3615,147.33,98.82,92.63,0.9676,0.2525,0.0,0.0,0.85,0.41,0.834,0.0243,0.0434,0.0075,0.035,-0.016,-0.012,36.14,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
210000,ARM_4,MIXED,20260510,run_00001,0.344,0.4992,0.382,0.0501,-0.3065,-0.4948,-0.4093,0.2173,0.0142,-0.1945,-0.2955,-0.2354,-0.0438,0.1727,0.3967,0.3187,0.0633,-0.2268,-0.3907,-0.343,-0.1046,162.49,143.95,98.43,0.9286,0.3712,0.0,0.0,0.699,0.028,0.765,0.0328,0.0362,0.0119,-0.054,0.043,-0.005,36.07,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
211000,ARM_1,MIXED,20260510,run_00001,0.0056,0.011,0.0182,0.0224,0.0273,0.0296,0.0368,0.2998,0.3001,0.3006,0.2999,0.2995,0.2987,0.3026,0.2613,0.2633,0.2673,0.2702,0.2738,0.2759,0.2786,99.97,1.03,80.23,1.0,0.0053,0.0,0.0,0.016,0.796,0.015,-0.0002,0.0482,0.0003,-0.038,0.006,0.004,36.04,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
211000,ARM_2,MIXED,20260510,run_00001,0.1289,0.2487,0.353,0.4309,0.4828,0.4999,0.4844,0.2893,0.261,0.2114,0.1496,0.0803,0.001,-0.0752,0.3259,0.3768,0.3989,0.3951,0.3615,0.3083,0.2314,126.6,50.73,86.54,0.9915,0.1299,0.0,0.0,0.347,0.484,0.326,0.0144,0.0504,0.0037,-0.09,0.07,0.023,36.04,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
211000,ARM_3,MIXED,20260510,run_00001,0.243,0.427,0.5,0.4473,0.2776,0.0408,-0.2089,0.264,0.1577,0.0126,-0.1374,-0.2517,-0.3005,-0.273,0.3748,0.3941,0.3143,0.1549,-0.0439,-0.2324,-0.3618,147.33,98.94,92.7,0.9676,0.2525,0.0,0.0,0.851,0.409,0.831,0.0216,0.0438,0.0079,-0.019,-0.039,0.051,36.09,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
211000,ARM_4,MIXED,20260510,run_00001,0.3452,0.4995,0.3787,0.0498,-0.3061,-0.4927,-0.4085,0.2154,0.0156,-0.1956,-0.2971,-0.237,-0.0447,0.1729,0.3977,0.3188,0.0627,-0.2272,-0.3918,-0.3406,-0.1036,162.4,143.88,98.47,0.9286,0.3712,0.0,0.0,0.699,0.033,0.767,0.0347,0.0376,0.0094,-0.008,0.141,0.014,36.16,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
212000,ARM_1,MIXED,20260510,run_00001,0.0031,0.0124,0.0153,0.0198,0.0266,0.0336,0.0379,0.3008,0.3009,0.3001,0.2999,0.3008,0.2983,0.2988,0.2616,0.2633,0.2674,0.2695,0.2735,0.2766,0.2802,100.02,1.12,80.29,1.0,0.0053,0.0,0.0,0.016,0.794,0.014,0.0006,0.049,-0.0004,-0.057,0.016,0.004,36.03,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
212000,ARM_2,MIXED,20260510,run_00001,0.1294,0.2487,0.3522,0.4334,0.4832,0.4995,0.4841,0.29,0.2592,0.2142,0.1507,0.0783,0.0022,-0.075,0.3295,0.3765,0.3978,0.3948,0.3618,0.3072,0.2329,126.74,50.76,86.53,0.9915,0.1299,0.0,0.0,0.356,0.48,0.317,0.013,0.0488,0.0032,0.039,-0.059,0.033,36.04,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
212000,ARM_3,MIXED,20260510,run_00001,0.2437,0.4265,0.5008,0.4464,0.2767,0.0397,-0.2093,0.2613,0.1559,0.0124,-0.1358,-0.2502,-0.2998,-0.2725,0.3754,0.3962,0.3166,0.1578,-0.0454,-0.2336,-0.3613,147.21,98.87,92.66,0.9676,0.2525,0.0,0.0,0.837,0.418,0.834,0.0229,0.0433,0.0069,0.009,-0.044,-0.051,36.14,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
212000,ARM_4,MIXED,20260510,run_00001,0.3452,0.499,0.3794,0.0503,-0.3054,-0.4934,-0.4096,0.2169,0.0149,-0.1958,-0.2976,-0.2366,-0.0438,0.1716,0.3992,0.3173,0.0636,-0.2276,-0.3907,-0.3402,-0.1015,162.42,143.95,98.54,0.9286,0.3712,0.0,0.0,0.696,0.024,0.763,0.0353,0.037,0.0119,0.004,0.089,0.077,36.13,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
213000,ARM_1,MIXED,20260510,run_00001,0.0066,0.0084,0.0155,0.0223,0.0272,0.0324,0.0359,0.2994,0.2992,0.2984,0.2991,0.2986,0.2978,0.2983,0.2607,0.2637,0.2671,0.2711,0.2739,0.2752,0.2791,100.02,1.06,80.23,1.0,0.0053,0.0,0.0,0.022,0.801,0.025,0.0005,0.0491,-0.0008,0.003,-0.042,-0.101,36.07,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
213000,ARM_2,MIXED,20260510,run_00001,0.1287,0.2482,0.3511,0.4295,0.4811,0.5004,0.485,0.2899,0.2616,0.2124,0.1518,0.0795,0.0024,-0.0739,0.3277,0.3745,0.3978,0.394,0.3635,0.3086,0.2317,126.67,50.82,86.49,0.9915,0.13,0.0,0.0,0.348,0.482,0.314,0.0127,0.0477,0.0033,0.03,-0.044,0.013,36.06,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
213000,ARM_3,MIXED,20260510,run_00001,0.2435,0.4253,0.4992,0.4468,0.2776,0.0395,-0.2098,0.2617,0.1563,0.0135,-0.1366,-0.2492,-0.2992,-0.2703,0.3742,0.3954,0.3169,0.1539,-0.0442,-0.233,-0.3593,147.25,98.81,92.61,0.9676,0.2526,0.0,0.0,0.855,0.416,0.821,0.0253,0.0441,0.0072,-0.013,-0.089,0.04,36.12,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
213000,ARM_4,MIXED,20260510,run_00001,0.3465,0.5005,0.3797,0.05,-0.3077,-0.4946,-0.4085,0.217,0.0153,-0.1962,-0.2964,-0.2374,-0.0441,0.1729,0.3985,0.3195,0.0654,-0.2274,-0.391,-0.3403,-0.102,162.31,143.98,98.54,0.9285,0.3712,0.0,0.0,0.693,0.019,0.764,0.0351,0.0366,0.0118,0.016,-0.048,-0.043,36.18,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
214000,ARM_1,MIXED,20260510,run_00001,0.0055,0.009,0.015,0.0219,0.0273,0.0343,0.038,0.3003,0.3016,0.2992,0.299,0.2999,0.3003,0.2987,0.2605,0.2662,0.2679,0.2687,0.2727,0.2766,0.2791,99.96,1.05,80.27,1.0,0.0053,0.0,0.0,0.016,0.801,0.02,-0.001,0.0495,0.0024,-0.095,-0.045,0.044,35.99,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
214000,ARM_2,MIXED,20260510,run_00001,0.1281,0.2508,0.3523,0.432,0.4816,0.4998,0.4839,0.2898,0.2603,0.2141,0.153,0.0802,0.002,-0.0757,0.3283,0.3765,0.3984,0.3952,0.3622,0.3066,0.2318,126.58,50.77,86.52,0.9915,0.13,0.0,0.0,0.357,0.483,0.322,0.0126,0.0477,0.0056,0.047,-0.026,0.006,36.14,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
214000,ARM_3,MIXED,20260510,run_00001,0.2436,0.4273,0.4994,0.4453,0.2763,0.04,-0.2101,0.2594,0.1559,0.0115,-0.1364,-0.2488,-0.2999,-0.2744,0.3752,0.3957,0.3161,0.1571,-0.0448,-0.2337,-0.363,147.35,98.9,92.71,0.9676,0.2526,0.0,0.0,0.853,0.421,0.84,0.0236,0.0436,0.0065,0.019,0.047,0.005,36.05,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
214000,ARM_4,MIXED,20260510,run_00001,0.3472,0.4998,0.3787,0.0482,-0.3073,-0.4946,-0.4091,0.2172,0.0153,-0.195,-0.3009,-0.238,-0.045,0.1728,0.3991,0.3194,0.0634,-0.2251,-0.3902,-0.3404,-0.103,162.39,143.95,98.57,0.9285,0.3712,0.0,0.0,0.697,0.026,0.762,0.0338,0.038,0.0133,0.016,-0.023,-0.049,36.03,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
215000,ARM_1,MIXED,20260510,run_00001,0.0051,0.0102,0.0166,0.0218,0.0257,0.0302,0.037,0.2999,0.3005,0.2978,0.2992,0.2997,0.2994,0.2996,0.2614,0.2648,0.2682,0.27,0.2746,0.2777,0.2798,100.08,1.14,80.39,1.0,0.0054,0.0,0.0,0.027,0.795,0.018,0.0013,0.0515,-0.0001,-0.087,-0.018,0.004,36.07,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
215000,ARM_2,MIXED,20260510,run_00001,0.129,0.2505,0.3544,0.4318,0.4811,0.5002,0.484,0.2902,0.2593,0.2116,0.1521,0.0794,0.0016,-0.0741,0.3264,0.3743,0.3985,0.396,0.3624,0.305,0.2303,126.64,50.75,86.49,0.9915,0.13,0.0,0.0,0.347,0.485,0.313,0.0145,0.0499,0.0045,0.009,-0.046,0.071,35.96,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
215000,ARM_3,MIXED,20260510,run_00001,0.2435,0.4273,0.5012,0.445,0.2789,0.0387,-0.2104,0.2623,0.1552,0.0115,-0.136,-0.2506,-0.2997,-0.2722,0.3743,0.3967,0.3166,0.1561,-0.0435,-0.2346,-0.3637,147.24,98.88,92.66,0.9676,0.2526,0.0,0.0,0.857,0.417,0.836,0.0246,0.0436,0.0081,0.027,0.051,-0.024,36.12,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
215000,ARM_4,MIXED,20260510,run_00001,0.345,0.4991,0.3785,0.0479,-0.3055,-0.4935,-0.4095,0.2182,0.0161,-0.1946,-0.2989,-0.2353,-0.0446,0.1726,0.3975,0.3166,0.0636,-0.2273,-0.3915,-0.3407,-0.1018,162.47,143.93,98.54,0.9285,0.3713,0.0,0.0,0.688,0.026,0.76,0.0353,0.0373,0.0092,-0.091,-0.071,-0.016,36.09,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
216000,ARM_1,MIXED,20260510,run_00001,0.0076,0.0106,0.0172,0.0217,0.0269,0.0306,0.0374,0.2996,0.3002,0.2986,0.2979,0.2993,0.3,0.2967,0.2618,0.2637,0.266,0.2691,0.2746,0.2773,0.2787,100.04,1.08,80.24,1.0,0.0054,0.0,0.0,0.021,0.8,0.014,0.001,0.0524,-0.0013,-0.043,-0.033,-0.023,35.92,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
216000,ARM_2,MIXED,20260510,run_00001,0.1283,0.2501,0.3517,0.4313,0.4801,0.499,0.4826,0.2914,0.262,0.2123,0.1521,0.0778,0.0001,-0.0761,0.3277,0.3779,0.3988,0.3945,0.3619,0.3077,0.2311,126.65,50.81,86.45,0.9915,0.13,0.0,0.0,0.342,0.486,0.316,0.013,0.048,0.0038,0.004,-0.003,-0.014,36.06,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
216000,ARM_3,MIXED,20260510,run_00001,0.244,0.4252,0.4989,0.4476,0.2787,0.0384,-0.2104,0.2594,0.1561,0.0122,-0.1359,-0.2493,-0.3004,-0.2731,0.3761,0.3948,0.3149,0.1543,-0.0444,-0.234,-0.3634,147.18,98.89,92.65,0.9676,0.2526,0.0,0.0,0.85,0.414,0.837,0.0242,0.043,0.009,-0.075,-0.104,-0.017,36.11,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
216000,ARM_4,MIXED,20260510,run_00001,0.3453,0.5003,0.38,0.0489,-0.3058,-0.4943,-0.4082,0.2196,0.0139,-0.1938,-0.2983,-0.2387,-0.0429,0.1722,0.3973,0.319,0.064,-0.2267,-0.3921,-0.3407,-0.1019,162.32,143.98,98.6,0.9285,0.3713,0.0,0.0,0.701,0.028,0.758,0.0348,0.0373,0.0122,0.044,0.006,0.039,36.17,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
217000,ARM_1,MIXED,20260510,run_00001,0.0058,0.0121,0.017,0.0199,0.0254,0.0316,0.0381,0.3002,0.3013,0.3011,0.2999,0.2984,0.3001,0.2991,0.2604,0.2643,0.2689,0.2711,0.2729,0.2789,0.2804,100.08,1.15,80.3,1.0,0.0054,0.0,0.0,0.019,0.798,0.024,-0.0007,0.0504,0.0007,0.046,0.006,0.011,36.02,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
217000,ARM_2,MIXED,20260510,run_00001,0.1284,0.2507,0.3522,0.4307,0.4809,0.4998,0.4839,0.2911,0.2602,0.2112,0.1509,0.0795,0.0014,-0.0754,0.3292,0.3756,0.3991,0.395,0.3616,0.3063,0.231,126.65,50.83,86.47,0.9915,0.1301,0.0,0.0,0.347,0.491,0.327,0.0119,0.0477,0.0044,0.067,0.004,0.006,35.96,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
217000,ARM_3,MIXED,20260510,run_00001,0.2446,0.4272,0.4985,0.4438,0.2776,0.0384,-0.209,0.2612,0.1565,0.0104,-0.1378,-0.2486,-0.2987,-0.2702,0.3744,0.3958,0.3157,0.1555,-0.0463,-0.2337,-0.3616,147.33,98.91,92.67,0.9676,0.2527,0.0,0.0,0.855,0.42,0.835,0.0238,0.0437,0.0069,-0.013,0.018,0.066,36.1,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
217000,ARM_4,MIXED,20260510,run_00001,0.3441,0.4996,0.379,0.0493,-0.3081,-0.4912,-0.407,0.217,0.0152,-0.1967,-0.2991,-0.2356,-0.044,0.1748,0.3983,0.3188,0.0617,-0.2277,-0.3909,-0.3394,-0.1004,162.47,143.95,98.48,0.9285,0.3713,0.0,0.0,0.701,0.028,0.767,0.0336,0.0364,0.0124,-0.038,-0.051,0.023,36.14,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
218000,ARM_1,MIXED,20260510,run_00001,0.0038,0.0108,0.0157,0.0196,0.0288,0.0313,0.0375,0.3008,0.2992,0.2976,0.3,0.2994,0.2993,0.2998,0.2618,0.2643,0.2704,0.2703,0.2744,0.2787,0.2803,100.04,1.14,80.33,1.0,0.0054,0.0,0.0,0.019,0.794,0.019,0.001,0.0499,0.001,-0.051,-0.023,-0.004,35.88,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
218000,ARM_2,MIXED,20260510,run_00001,0.1271,0.2503,0.352,0.4304,0.4807,0.4999,0.4839,0.2892,0.2595,0.2109,0.1508,0.079,0.0011,-0.0751,0.3269,0.376,0.3984,0.391,0.3629,0.3068,0.2292,126.68,50.81,86.43,0.9915,0.1301,0.0,0.0,0.353,0.494,0.321,0.0132,0.0473,0.0065,-0.067,-0.03,-0.104,36.05,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
218000,ARM_3,MIXED,20260510,run_00001,0.2432,0.4256,0.4995,0.4462,0.2777,0.0385,-0.2105,0.2622,0.1565,0.0094,-0.1367,-0.2485,-0.2992,-0.2721,0.3751,0.3949,0.3164,0.1542,-0.0454,-0.2347,-0.3627,147.22,98.85,92.62,0.9675,0.2527,0.0,0.0,0.856,0.418,0.835,0.0238,0.0446,0.0074,-0.042,-0.017,-0.097,36.03,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
